C[C@@H]1CCSCCN1C(=O)C(=O)NC[C@@H](c1ccccc1Cl)N(C)C,ZINC000550044047,GEADRN
CC(=O)[C@H]1CCN(C(=O)c2ccncc2OCC(F)(F)F)C1,ZINC001199134747,DEADRN
Cc1cc(C(=O)N[C@H]2CC[C@@H](C)N(CC#N)C2)c(F)cc1F,ZINC001071604211,DEEDRN
O=C(/C=C/c1cccc(O)c1)N[C@]12CCCC[C@H]1C2,ZINC000870537604,CFADRN
CCN(Cc1ccc(N(C)C)cc1)C(=O)c1cc[nH]c(=O)c1,ZINC000153302934,CECDRN
COc1ccc(S(=O)(=O)N[C@@H](C)COCC2CC2)cc1,ZINC000651886480,CDADRN
CC[C@H](F)C(=O)NC[C@H]1CCN(C(=O)c2cccc(OC)c2)C1,ZINC001387295040,DEADRN
CNC(=O)Cc1ccc(NC(=O)OCCF)cc1,ZINC001194963421,CDADRN
CC#CCN1CC2(C1)CN(C(=O)c1cc3ccccc3o1)CCO2,ZINC001053524979,DDEDRN
Cc1ccccc1COc1ccccc1C(=O)N1CCN(C[C@@H](C)O)CC1,ZINC000186867073,FFADRN
CO[C@H](C)CNC(=O)N[C@@H](c1ccc(F)cc1)c1ccccn1,ZINC000372741315,DFADRN
